DATE,Housing Starts,Real Median Household Income,Existing Home Sales,Rental Vacancy Rate,New One Family Houses Sold,30-Year Fixed Mortgage Rate,Unemployment Rate,Consumer Price Index,Consumer Confidence Index,Building Permits,Personal Income,Nonfarm Payrolls,10-Year Treasury Yield,S&P 500,Delinquency Rate on All Loans,Median Home Price
2017-02-28,0.03755102040816327,0.035521122642888425,,-0.014285714285714235,0.1353965183752417,0.149171270718232,-0.061224489795918546,0.028103616813294208,0.05016357688113415,0.05290102389078499,0.04253340044215381,0.01699311768274403,0.35632183908045967,0.22327052162527217,-0.07305936073059371,0.02776859504132223
2017-03-31,0.07110711071107101,0.035521122642888425,,0.0,0.18796992481203012,0.11590296495956864,-0.11999999999999988,0.0244119623655914,0.06483516483516483,0.13774597495527718,0.04344758320831943,0.01607896092325256,0.348314606741573,0.1470962354471923,-0.11059907834101379,0.044362908605737106
2017-04-30,0.07110711071107101,0.035521122642888425,,0.0,0.18796992481203012,0.11590296495956864,-0.11999999999999988,0.0244119623655914,0.06483516483516483,0.13774597495527718,0.04344758320831943,0.01607896092325256,0.348314606741573,0.1470962354471923,-0.11059907834101379,0.044362908605737106
2017-05-31,0.007839721254355503,0.035521122642888425,,0.0,0.11208406304728546,0.08516483516483508,-0.08333333333333326,0.018563431667619756,0.025343189017951406,0.0024896265560165887,0.05045255178358654,0.01728966442206792,0.20108695652173902,0.15014115672211203,-0.11059907834101379,0.044362908605737106
2017-06-30,0.038237738985868575,0.035521122642888425,,0.08955223880597019,0.11131059245960495,0.11494252873563227,-0.12244897959183687,0.01640565809959127,0.016042780748663166,0.12003311258278138,0.049464649146093276,0.016898829013818784,0.5503355704697988,0.15463156189550498,-0.13551401869158874,0.039869281045751714
2017-07-31,-0.0266343825665859,0.035521122642888425,,0.08955223880597019,-0.08917197452229297,0.12643678160919536,-0.10416666666666663,0.017251073506566073,0.03777777777777791,0.048414023372287174,0.04873045338703097,0.015617755942289646,0.5753424657534245,0.13650165623849841,-0.13551401869158874,0.039869281045751714
2017-08-31,-0.010247651579846306,0.035521122642888425,,0.08955223880597019,-0.03304347826086962,0.11370262390670538,-0.10204081632653061,0.0192812155729698,0.07795100222717144,0.09825145711906735,0.050366260129430795,0.015504894099430455,0.3417721518987342,0.13851079020705237,-0.13551401869158874,0.039869281045751714
2017-09-30,-0.010247651579846306,0.035521122642888425,,0.08955223880597019,-0.03304347826086962,0.11370262390670538,-0.10204081632653061,0.0192812155729698,0.07795100222717144,0.09825145711906735,0.050366260129430795,0.015504894099430455,0.3417721518987342,0.13851079020705237,-0.13551401869158874,0.039869281045751714
2017-10-31,-0.04265041888804266,0.035521122642888425,,0.10294117647058831,0.08869565217391306,0.13544668587896247,-0.1428571428571429,0.02020757753132485,0.15481651376146788,0.08133971291866038,0.05426105583023033,0.014317324859205005,0.2934782608695652,0.21123156879806237,-0.1159420289855071,0.05497037524687287
2017-11-30,0.1166666666666667,0.035521122642888425,,0.10294117647058831,0.24518388791593693,-0.032258064516129115,-0.1063829787234043,0.02172493864295566,0.05010660980810244,0.056097560975609806,0.05524721249596465,0.015063228365980619,0.021097046413502074,0.20409676143004618,-0.1159420289855071,0.05497037524687287
2017-12-31,0.1166666666666667,0.035521122642888425,,0.10294117647058831,0.24518388791593693,-0.032258064516129115,-0.1063829787234043,0.02172493864295566,0.05010660980810244,0.056097560975609806,0.05524721249596465,0.015063228365980619,0.021097046413502074,0.20409676143004618,-0.1159420289855071,0.05497037524687287
2018-01-31,0.09159663865546208,0.01764539808018073,,0.0,0.029668411867364686,-0.009546539379474916,-0.14893617021276595,0.02151318868063945,-0.028426395939086246,0.01074443591711427,0.05207048295925332,0.013945727704688382,0.11020408163265305,0.23912728676931994,-0.11822660098522153,0.08684464458025087
2018-02-28,0.00472069236821393,0.01764539808018073,,0.0,0.0528109028960817,0.05769230769230771,-0.10869565217391308,0.02263468931091861,0.03530633437175501,0.07050243111831445,0.05137042808690073,0.01512533596621135,0.21610169491525433,0.14815707975833892,-0.11822660098522153,0.08684464458025087
2018-03-31,0.00472069236821393,0.01764539808018073,,0.0,0.0528109028960817,0.05769230769230771,-0.10869565217391308,0.02263468931091861,0.03530633437175501,0.07050243111831445,0.05137042808690073,0.01512533596621135,0.21610169491525433,0.14815707975833892,-0.11822660098522153,0.08684464458025087
2018-04-30,0.11343804537521818,0.01764539808018073,,0.0,0.0735785953177257,0.1364764267990073,-0.09090909090909094,0.024709963021052994,0.01855670103092777,0.10151878497202249,0.05175406652100034,0.01541324321181059,0.28820960698689957,0.11066605150574627,-0.10880829015544036,0.05972532737144687
2018-05-31,0.1728608470181503,0.01764539808018073,,0.0,0.04251968503937009,0.15443037974683538,-0.13636363636363646,0.02781921607842497,0.009268795056642798,0.10761589403973515,0.05015325947915916,0.016162416575015826,0.2805429864253395,0.12168090223069905,-0.10880829015544036,0.05972532737144687
2018-06-30,0.1728608470181503,0.01764539808018073,,0.0,0.04251968503937009,0.15443037974683538,-0.13636363636363646,0.02781921607842497,0.009268795056642798,0.10761589403973515,0.05015325947915916,0.016162416575015826,0.2805429864253395,0.12168090223069905,-0.10880829015544036,0.05972532737144687
2018-07-31,0.0016583747927032544,0.01764539808018073,,-0.06849315068493156,0.09790209790209792,0.15816326530612246,-0.11627906976744184,0.02854124785561929,0.04817987152034253,0.06210191082802541,0.05530454400902429,0.01533671272449788,0.28695652173913055,0.14005991175160903,-0.10810810810810823,-0.00817096165933373
2018-08-31,0.1113028472821398,0.01764539808018073,,-0.06849315068493156,0.06654676258992809,0.18324607329842935,-0.13636363636363646,0.026429238568742575,-0.00619834710743794,-0.03487490523123582,0.05559439932591115,0.016112234270660997,0.3490566037735847,0.17392025569963376,-0.10810810810810823,-0.00817096165933373
2018-09-30,0.1113028472821398,0.01764539808018073,,-0.06849315068493156,0.06654676258992809,0.18324607329842935,-0.13636363636363646,0.026429238568742575,-0.00619834710743794,-0.03487490523123582,0.05559439932591115,0.016112234270660997,0.3490566037735847,0.17392025569963376,-0.10810810810810823,-0.00817096165933373
2018-10-31,-0.02863961813842486,0.01764539808018073,,-0.053333333333333344,-0.11501597444089462,0.23350253807106602,-0.09523809523809534,0.02492032470218053,-0.020854021847070636,-0.06194690265486724,0.04837337869445024,0.016167615837331617,0.32352941176470584,0.052996590635508545,-0.12568306010928965,0.03244929797191887
2018-11-30,-0.07227022780832681,0.01764539808018073,,-0.053333333333333344,-0.1209563994374121,0.23333333333333317,-0.09523809523809534,0.02147328577667773,-0.010152284263959421,0.03156274056966901,0.04695984703632883,0.015246819338422313,0.24380165289256195,0.04252562717651598,-0.12568306010928965,0.03244929797191887
2018-12-31,-0.06966864910790149,0.013039256484949302,,-0.0434782608695653,-0.1333333333333333,0.14035087719298245,-0.04878048780487798,0.020023809043401064,0.02502606882168923,0.004576659038901587,0.05593790669590004,0.01547576277275775,0.12083333333333335,-0.06237259734965095,-0.15083798882681565,-0.04468777744894936
2019-01-31,-0.0561970746728252,0.013039256484949302,,-0.0434782608695653,0.008474576271186418,0.07469879518072275,0.0,0.014875893578291333,-0.047021943573667735,-0.04252088078967353,0.0532152586966288,0.016218925013713248,-0.03308823529411775,-0.042393078854455535,-0.15083798882681565,-0.04468777744894936
2019-02-28,-0.1221613155833986,0.013039256484949302,,-0.0434782608695653,0.04854368932038833,-0.011363636363636576,-0.07317073170731703,0.015188615351321877,-0.05917753259779346,-0.025738077214231603,0.05506245604245508,0.013596390506166678,-0.04878048780487809,0.02603700305472345,-0.15083798882681565,-0.04468777744894936
2019-03-31,-0.1221613155833986,0.013039256484949302,,-0.0434782608695653,0.04854368932038833,-0.011363636363636576,-0.07317073170731703,0.015188615351321877,-0.05917753259779346,-0.025738077214231603,0.05506245604245508,0.013596390506166678,-0.04878048780487809,0.02603700305472345,-0.15083798882681565,-0.04468777744894936
2019-04-30,-0.0031347962382445305,0.013039256484949302,,0.0,0.09345794392523366,-0.08296943231441045,-0.07499999999999996,0.020005834702090608,-0.0161943319838056,-0.04862119013062405,0.053864398368025146,0.014660504224327298,-0.14915254237288145,0.11245255943052435,-0.11046511627906974,-0.05666063893911999
2019-05-31,-0.04716285924834196,0.013039256484949302,,0.0,-0.06646525679758308,-0.12499999999999989,-0.05263157894736836,0.017959105553606136,0.020408163265306145,0.006726457399103047,0.05013674702948667,0.012671842963261737,-0.2438162544169611,0.017295870652467293,-0.11046511627906974,-0.05666063893911999
2019-06-30,-0.04716285924834196,0.013039256484949302,,0.0,-0.06646525679758308,-0.12499999999999989,-0.05263157894736836,0.017959105553606136,0.020408163265306145,0.006726457399103047,0.05013674702948667,0.012671842963261737,-0.2438162544169611,0.017295870652467293,-0.11046511627906974,-0.05666063893911999
2019-07-31,0.026490066225165476,0.013039256484949302,,0.0,0.031847133757961776,-0.17400881057268724,-0.02631578947368407,0.01826331335037068,0.005107252298263587,0.013493253373313419,0.0421319566057905,0.012823523885574728,-0.31756756756756754,0.05826459633063363,-0.09090909090909083,0.02186311787072248
2019-08-31,0.026490066225165476,0.013039256484949302,,0.0,0.031847133757961776,-0.17400881057268724,-0.02631578947368407,0.01826331335037068,0.005107252298263587,0.013493253373313419,0.0421319566057905,0.012823523885574728,-0.31756756756756754,0.05826459633063363,-0.09090909090909083,0.02186311787072248
2019-09-30,0.048799999999999955,0.013039256484949302,,-0.04225352112676051,0.19663865546218484,-0.22881355932203384,-0.05405405405405406,0.016844977040391562,-0.06893106893106882,0.121765601217656,0.044134851781727935,0.01337029077202212,-0.4491803278688524,0.02153755344923436,-0.08125000000000004,-0.03777576307041397
2019-10-31,0.08517608517608521,0.013039256484949302,,-0.04225352112676051,0.3032490974729243,-0.22222222222222232,-0.05263157894736836,0.017339736996186295,-0.03144016227180524,0.19889937106918243,0.04505402877778919,0.012927604079585375,-0.4634920634920635,0.12015163695634534,-0.08125000000000004,-0.03777576307041397
2019-11-30,0.08517608517608521,0.013039256484949302,,-0.04225352112676051,0.3032490974729243,-0.22222222222222232,-0.05263157894736836,0.017339736996186295,-0.03144016227180524,0.19889937106918243,0.04505402877778919,0.012927604079585375,-0.4634920634920635,0.12015163695634534,-0.08125000000000004,-0.03777576307041397
2019-12-31,0.41369863013698627,0.0714774750102698,,-0.030303030303030165,0.28205128205128216,-0.17802197802197794,-0.07692307692307687,0.023195274699624457,0.010172939979654183,0.10174639331814728,0.03172259110390607,0.013270673680275458,-0.28624535315985133,0.2887807407702896,-0.06578947368421062,0.01332094175960341
2020-01-31,0.2871125611745513,0.0714774750102698,,-0.030303030303030165,0.1596638655462186,-0.2130044843049328,-0.09999999999999998,0.025122643638566533,0.0942982456140351,0.19508326724821567,0.042517129262929165,0.013214537990963837,-0.42585551330798477,0.19282570910839092,-0.06578947368421062,0.01332094175960341
2020-02-29,0.2871125611745513,0.0714774750102698,,-0.030303030303030165,0.1596638655462186,-0.2130044843049328,-0.09999999999999998,0.025122643638566533,0.0942982456140351,0.19508326724821567,0.042517129262929165,0.013214537990963837,-0.42585551330798477,0.19282570910839092,-0.06578947368421062,0.01332094175960341
2020-03-31,0.05121746431570107,0.0714774750102698,,-0.05714285714285716,-0.13509749303621166,-0.13793103448275856,0.1578947368421053,0.015231420852062971,-0.0945121951219513,0.0406130268199234,0.01908445102718126,0.004018789838583059,-0.7095435684647303,-0.08813505503810326,-0.019607843137254943,0.051118210862619806
2020-04-30,-0.26808176100628933,0.0714774750102698,,-0.05714285714285716,-0.17521367521367526,-0.23095238095238102,3.0,0.0034987638745771488,-0.2613168724279836,-0.18688024408848203,0.1362822457439179,-0.1340022044859962,-0.7450199203187251,-0.011338060920012438,-0.019607843137254943,0.051118210862619806
2020-05-31,-0.26808176100628933,0.0714774750102698,,-0.05714285714285716,-0.17521367521367526,-0.23095238095238102,3.0,0.0034987638745771488,-0.2613168724279836,-0.18688024408848203,0.1362822457439179,-0.1340022044859962,-0.7450199203187251,-0.011338060920012438,-0.019607843137254943,0.051118210862619806
2020-06-30,0.008849557522123908,0.0714774750102698,,-0.16176470588235292,0.2290809327846366,-0.16085790884718498,2.0555555555555554,0.007017667595302868,-0.20468431771894102,0.017490494296577896,0.08794953715081522,-0.08743470075044413,-0.6699999999999999,0.05388950832154893,0.03333333333333344,-0.016744186046511622
2020-07-31,0.22822580645161294,0.0714774750102698,,-0.16176470588235292,0.5169753086419753,-0.20266666666666666,1.7567567567567566,0.010187566946310067,-0.2632113821138212,0.14349112426035493,0.10163896860644028,-0.07747757297891789,-0.7277227722772277,0.09755131895932734,0.03333333333333344,-0.016744186046511622
2020-08-31,0.018909090909090986,0.0714774750102698,,-0.16176470588235292,0.4353932584269662,-0.1871508379888268,1.3333333333333335,0.013005983533565635,-0.17483296213808464,0.026863666890530657,0.06353807073536122,-0.06867784724289638,-0.52,0.1960901567081046,0.03333333333333344,-0.016744186046511622
2020-09-30,0.11594202898550732,0.0714774750102698,,-0.05882352941176461,0.375,-0.20329670329670335,1.2285714285714286,0.01373084272511016,-0.13733905579399142,0.10176390773405708,0.06877083964837838,-0.06301616036152702,-0.5892857142857143,0.12975940122415808,0.08163265306122458,0.02983668341708534
2020-10-31,0.11594202898550732,0.0714774750102698,,-0.05882352941176461,0.375,-0.20329670329670335,1.2285714285714286,0.01373084272511016,-0.13733905579399142,0.10176390773405708,0.06877083964837838,-0.06301616036152702,-0.5892857142857143,0.12975940122415808,0.08163265306122458,0.02983668341708534
2020-11-30,0.14781966001478186,0.0714774750102698,,-0.05882352941176461,0.2300140252454419,-0.26086956521739124,0.8611111111111112,0.01169540753609244,-0.2055785123966941,0.1224623444662738,0.052585249078134444,-0.058714543800192476,-0.5280898876404494,0.15302548886016476,0.08163265306122458,0.02983668341708534
2020-12-31,0.056201550387597,-0.020319488817891362,,0.015625,0.2542857142857142,-0.286096256684492,0.8611111111111112,0.013049530216912242,-0.18731117824773413,0.20192970365265328,0.06410960083513606,-0.06109676399283226,-0.515625,0.1625892199406953,0.11267605633802824,0.03515744420666467
2021-01-31,0.056201550387597,-0.020319488817891362,,0.015625,0.2542857142857142,-0.286096256684492,0.8611111111111112,0.013049530216912242,-0.18731117824773413,0.20192970365265328,0.06410960083513606,-0.06109676399283226,-0.515625,0.1625892199406953,0.11267605633802824,0.03515744420666467
2021-02-28,0.056201550387597,-0.020319488817891362,,0.015625,0.2542857142857142,-0.286096256684492,0.8611111111111112,0.013049530216912242,-0.18731117824773413,0.20192970365265328,0.06410960083513606,-0.06109676399283226,-0.515625,0.1625892199406953,0.11267605633802824,0.03515744420666467
2021-03-31,0.33226837060702885,-0.020319488817891362,,0.030303030303030276,0.38647342995169076,-0.0942857142857143,0.38636363636363624,0.026186325779585795,-0.047138047138047035,0.27540500736377016,0.3172887486946503,-0.043897202083526654,1.4857142857142858,0.5371451564851677,-0.020000000000000018,0.07902735562310026
2021-04-30,0.602577873254565,-0.020319488817891362,,0.030303030303030276,0.4455958549222798,-0.07739938080495357,-0.5878378378378379,0.04148739292379555,0.22980501392757668,0.6303939962476548,0.026663903734295724,0.10866348210794263,1.578125,0.4356293541819032,-0.020000000000000018,0.07902735562310026
2021-05-31,0.5261158594491928,-0.020319488817891362,,0.030303030303030276,0.023977433004231274,-0.06349206349206338,-0.5606060606060606,0.049263625277508494,0.14661134163208867,0.33412698412698405,0.051440846799347906,0.09022850270595306,1.430769230769231,0.3809730283709609,-0.020000000000000018,0.07902735562310026
2021-06-30,0.30622009569377995,-0.020319488817891362,,0.08771929824561409,-0.2310267857142857,-0.03514376996805113,-0.4636363636363636,0.05315092372103147,0.0947503201024329,0.23841554559043354,0.05087119557851283,0.05932948312811015,1.1969696969696968,0.3861606494876286,-0.11612903225806448,0.1598864711447492
2021-07-31,0.30622009569377995,-0.020319488817891362,,0.08771929824561409,-0.2310267857142857,-0.03514376996805113,-0.4636363636363636,0.05315092372103147,0.0947503201024329,0.23841554559043354,0.05087119557851283,0.05932948312811015,1.1969696969696968,0.3861606494876286,-0.11612903225806448,0.1598864711447492
2021-08-31,0.13847251962883655,-0.020319488817891362,,0.08771929824561409,-0.3238747553816047,-0.013745704467354014,-0.3928571428571429,0.05175312107215291,-0.05128205128205121,0.157619359058208,0.08232538200079609,0.0458323269922003,0.8055555555555556,0.2920798443566428,-0.11612903225806448,0.1598864711447492
2021-09-30,0.06835269993164728,-0.020319488817891362,,-0.09375000000000011,-0.2533197139938713,0.037931034482758585,-0.39743589743589736,0.05361010344257178,-0.09452736318407973,0.0006157635467980427,0.06615885621097095,0.041503314060076235,1.2028985507246377,0.2808623253047873,-0.18867924528301894,0.20524550167734068
2021-10-31,0.06835269993164728,-0.020319488817891362,,-0.09375000000000011,-0.2533197139938713,0.037931034482758585,-0.39743589743589736,0.05361010344257178,-0.09452736318407973,0.0006157635467980427,0.06615885621097095,0.041503314060076235,1.2028985507246377,0.2808623253047873,-0.18867924528301894,0.20524550167734068
2021-11-30,0.09723116548615574,-0.020319488817891362,,-0.09375000000000011,-0.10262257696693278,0.13970588235294112,-0.38805970149253743,0.06862530903236941,-0.12353706111833551,0.03033838973162184,0.08604108024313617,0.04508234041509929,0.7023809523809523,0.2610343961144568,-0.18867924528301894,0.20524550167734068
2021-12-31,0.07461773700305807,-0.004304722149752194,,-0.13846153846153852,-0.05011389521640086,0.16479400749063666,-0.417910447761194,0.07176580599606885,-0.12515489467162344,0.09690366972477071,0.07978174683441885,0.05083568391361082,0.6344086021505375,0.268927362908572,-0.20253164556962033,0.2226816302421737
2022-01-31,0.044539353264185566,-0.004304722149752194,,-0.13846153846153852,-0.109375,0.3003663003663004,-0.375,0.0756976664457294,-0.14936708860759496,0.0169941582580988,-0.021419150862326597,0.04966553779842697,0.6126126126126126,0.21573996295339026,-0.20253164556962033,0.2226816302421737
2022-02-28,0.23809523809523814,-0.004304722149752194,,-0.13846153846153852,0.009043927648578753,0.3097643097643097,-0.3870967741935485,0.07948919315737357,-0.18229166666666663,0.08454810495626819,0.05787498765675925,0.05181849236281999,0.2708333333333335,0.14766933865106324,-0.20253164556962033,0.2226816302421737
2022-03-31,0.005995203836930418,-0.004304722149752194,,-0.1470588235294118,-0.17189314750290363,0.473186119873817,-0.4098360655737704,0.08547431203050082,-0.3003533568904594,0.08487297921478065,-0.12100867120522396,0.049184191191760096,0.33333333333333326,0.14033109398951393,-0.15646258503401356,0.1647887323943662
2022-04-30,0.005995203836930418,-0.004304722149752194,,-0.1470588235294118,-0.17189314750290363,0.473186119873817,-0.4098360655737704,0.08547431203050082,-0.3003533568904594,0.08487297921478065,-0.12100867120522396,0.049184191191760096,0.33333333333333326,0.14033109398951393,-0.15646258503401356,0.1647887323943662
2022-05-31,-0.04169259489732424,-0.004304722149752194,,-0.1470588235294118,-0.1074380165289256,0.7288135593220337,-0.3793103448275862,0.08532996587844366,-0.29553679131483723,0.01844140392623439,0.0362397546376263,0.04746145997076745,0.8037974683544304,-0.017116583533732466,-0.15646258503401356,0.1647887323943662
2022-06-30,-0.05860805860805862,-0.004304722149752194,,-0.09677419354838723,-0.21190130624092884,0.8874172185430464,-0.38983050847457634,0.08989743741317646,-0.41520467836257313,0.053108026554013366,0.038520514180077736,0.04475319224808327,1.0551724137931036,-0.11916695753344964,-0.10218978102189791,0.19004893964110936
2022-07-31,-0.05860805860805862,-0.004304722149752194,,-0.09677419354838723,-0.21190130624092884,0.8874172185430464,-0.38983050847457634,0.08989743741317646,-0.41520467836257313,0.053108026554013366,0.038520514180077736,0.04475319224808327,1.0551724137931036,-0.11916695753344964,-0.10218978102189791,0.19004893964110936
2022-08-31,-0.047021943573667735,-0.004304722149752194,,-0.09677419354838723,-0.06801736613603471,0.9337979094076654,-0.2941176470588235,0.08218806476800755,-0.17211948790896148,-0.12881355932203387,0.03852447034747475,0.04112724654612632,1.423076923076923,-0.12551849788178693,-0.10218978102189791,0.19004893964110936
2022-09-30,-0.05950095969289826,-0.004304722149752194,,0.034482758620689724,-0.23939808481532143,1.2259136212624586,-0.25531914893617025,0.0819827154994579,-0.19505494505494503,-0.007384615384615434,0.05084270730409668,0.03947029910768696,1.5197368421052633,-0.16759449709114715,-0.07751937984496127,0.10829959514170051
2022-10-31,-0.09262759924385633,-0.004304722149752194,,0.034482758620689724,-0.1551976573938506,1.2547770700636942,-0.19999999999999996,0.07751940788759693,-0.16457461645746174,-0.0924956369982548,0.04909109775769527,0.03588304188037639,1.6451612903225805,-0.15924853106584036,-0.07751937984496127,0.10829959514170051
2022-11-30,-0.16666666666666663,-0.004304722149752194,,0.034482758620689724,-0.24269377382465063,1.1225806451612903,-0.12195121951219501,0.07119465995215202,-0.15875370919881304,-0.20611551528878824,0.04554482408898619,0.03323123119097571,1.5734265734265738,-0.1066104663893146,-0.07751937984496127,0.10829959514170051
2022-12-31,-0.16666666666666663,-0.004304722149752194,,0.034482758620689724,-0.24269377382465063,1.1225806451612903,-0.12195121951219501,0.07119465995215202,-0.15875370919881304,-0.20611551528878824,0.04554482408898619,0.03323123119097571,1.5734265734265738,-0.1066104663893146,-0.07751937984496127,0.10829959514170051
2023-01-31,-0.20502336448598135,-0.022926765360932744,,0.03571428571428581,-0.1992481203007519,0.7267605633802818,-0.15000000000000002,0.06362123304649603,-0.034226190476190466,-0.24647519582245436,0.057784059958299716,0.031723705787459755,0.9664804469273742,-0.09720853495144566,-0.05555555555555558,0.06908212560386473
2023-02-28,-0.19402985074626866,-0.022926765360932744,,0.03571428571428581,-0.19974391805377723,0.6709511568123392,-0.05263157894736836,0.059655226949232976,0.0652866242038217,-0.12903225806451613,0.057042312682603624,0.027731382062090804,1.1420765027322402,-0.09231722428748446,-0.05555555555555558,0.06908212560386473
2023-03-31,-0.20023837902264596,-0.022926765360932744,,0.10344827586206895,-0.09677419354838712,0.3533190578158458,-0.02777777777777779,0.04935090226845151,0.043771043771043905,-0.2054284193720064,0.05799028381488114,0.025341877518662903,0.5,-0.09294964473414091,-0.024193548387096753,0.037484885126964906
2023-04-30,-0.20023837902264596,-0.022926765360932744,,0.10344827586206895,-0.09677419354838712,0.3533190578158458,-0.02777777777777779,0.04935090226845151,0.043771043771043905,-0.2054284193720064,0.05799028381488114,0.025341877518662903,0.5,-0.09294964473414091,-0.024193548387096753,0.037484885126964906
2023-05-31,0.027922077922077904,-0.022926765360932744,,0.10344827586206895,0.1435185185185186,0.28823529411764715,0.0277777777777779,0.04120689595996696,0.010273972602739656,-0.10514018691588789,0.05630947818498333,0.02540018956347745,0.2771929824561403,0.011538787314110177,-0.024193548387096753,0.037484885126964906
2023-06-30,-0.08236057068741898,-0.022926765360932744,,0.125,0.22651933701657456,0.17719298245614024,0.0,0.030532617391422212,0.28400000000000003,-0.14441260744985673,0.054308278942260424,0.024148659647648785,0.2785234899328859,0.17567588987103022,0.024390243902439046,-0.04386566141192594
2023-07-31,0.0581896551724137,-0.022926765360932744,,0.125,0.34874759152215806,0.28490566037735854,0.0,0.03271780511700917,0.38834951456310685,-0.12681791739383363,0.049104310718605326,0.020733412616474434,0.48689138576779034,0.11105031365836293,0.024390243902439046,-0.04386566141192594
2023-08-31,-0.14144736842105265,-0.022926765360932744,,0.125,0.012422360248447228,0.2936936936936936,0.05555555555555558,0.03718721312697104,0.1924398625429553,0.023346303501945442,0.0485917827127309,0.0204852525753354,0.29841269841269846,0.13973704171934265,0.024390243902439046,-0.04386566141192594
2023-09-30,-0.14144736842105265,-0.022926765360932744,,0.125,0.012422360248447228,0.2936936936936936,0.05555555555555558,0.03718721312697104,0.1924398625429553,0.023346303501945442,0.0485917827127309,0.0204852525753354,0.29841269841269846,0.13973704171934265,0.024390243902439046,-0.04386566141192594
2023-10-31,-0.05208333333333337,-0.022926765360932744,,0.09999999999999987,0.1663778162911611,0.10028248587570632,0.05555555555555558,0.032457874929078256,0.06510851419031716,-0.01666666666666672,0.042585715441817884,0.019071196969401516,0.19024390243902456,0.08311509873501421,0.11764705882352944,-0.005936073059360725
2023-11-30,0.06338028169014076,-0.022926765360932744,,0.09999999999999987,0.025167785234899265,0.09726443768996962,0.0277777777777779,0.031394819319064515,0.08112874779541435,0.07560627674750364,0.04373150347813204,0.018546268366254726,0.1875,0.1195286401592115,0.11764705882352944,-0.005936073059360725
2023-12-31,0.06338028169014076,-0.022926765360932744,,0.09999999999999987,0.025167785234899265,0.09726443768996962,0.0277777777777779,0.031394819319064515,0.08112874779541435,0.07560627674750364,0.04373150347813204,0.018546268366254726,0.1875,0.1195286401592115,0.11764705882352944,-0.005936073059360725
2024-01-31,0.01102130786186617,-0.022926765360932744,,0.13793103448275867,0.039123630672926346,0.09135399673735733,0.08823529411764719,0.031059809026621865,0.217257318952234,0.04504504504504503,0.04593501529391397,0.018007016727723757,0.1335227272727273,0.18864985527154965,0.1512605042016808,-0.04383190239493895
2024-02-29,0.10113960113960108,-0.022926765360932744,,0.13793103448275867,0.028799999999999937,0.06769230769230772,0.08333333333333326,0.031657429794798686,0.14947683109118093,-0.03518518518518521,0.043177442998180826,0.017644782664774983,0.08418367346938771,0.28364671360024185,0.1512605042016808,-0.04383190239493895
2024-03-31,0.10113960113960108,-0.022926765360932744,,0.13793103448275867,0.028799999999999937,0.06769230769230772,0.08333333333333326,0.031657429794798686,0.14947683109118093,-0.03518518518518521,0.043177442998180826,0.017644782664774983,0.08418367346938771,0.28364671360024185,0.1512605042016808,-0.04383190239493895
2024-04-30,-0.011695906432748537,-0.022926765360932744,,0.031249999999999778,0.01601164483260553,0.11508553654743392,0.1470588235294117,0.03357731196705305,0.21193092621664045,-0.020408163265306145,0.04400138559420497,0.017558076715288973,0.363372093023256,0.20775012711417262,0.18181818181818188,-0.019114219114219066
2024-05-31,-0.19330385344283008,-0.022926765360932744,-0.028368794326241176,0.031249999999999778,-0.16464237516869096,0.07001522070015209,0.08108108108108092,0.0325021014289717,0.17118644067796596,-0.08681462140992169,0.04577166187283077,0.016978310128572982,0.23901098901098883,0.2626135512688317,0.18181818181818188,-0.019114219114219066
2024-06-30,-0.19330385344283008,-0.022926765360932744,-0.028368794326241176,0.031249999999999778,-0.16464237516869096,0.07001522070015209,0.08108108108108092,0.0325021014289717,0.17118644067796596,-0.08681462140992169,0.04577166187283077,0.016978310128572982,0.23901098901098883,0.2626135512688317,0.18181818181818188,-0.019114219114219066
2024-07-31,-0.19330385344283008,-0.022926765360932744,-0.028368794326241176,0.031249999999999778,-0.16464237516869096,0.07001522070015209,0.08108108108108092,0.0325021014289717,0.17118644067796596,-0.08681462140992169,0.04577166187283077,0.016978310128572982,0.23901098901098883,0.2626135512688317,0.18181818181818188,-0.019114219114219066
