DATE,Housing Starts,Real Median Household Income,Existing Home Sales,Rental Vacancy Rate,New One Family Houses Sold,30-Year Fixed Mortgage Rate,Unemployment Rate,Consumer Price Index,Consumer Confidence Index,Building Permits,Personal Income,Nonfarm Payrolls,10-Year Treasury Yield,S&P 500,Delinquency Rate on All Loans,Median Home Price
2009-01-31,-0.45998071359691417,-0.03396006413059316,,0.05208333333333326,-0.39095315024232635,-0.17341977309562406,0.45999999999999996,-0.0002222800255385904,-0.20397350993377483,-0.5178416013925152,0.00458026545839596,-0.025636579091881218,-0.443069306930693,,0.9230769230769229,-0.06669463087248317
2009-02-28,-0.45998071359691417,-0.03396006413059316,,0.05208333333333326,-0.39095315024232635,-0.17341977309562406,0.45999999999999996,-0.0002222800255385904,-0.20397350993377483,-0.5178416013925152,0.00458026545839596,-0.025636579091881218,-0.443069306930693,,0.9230769230769229,-0.06669463087248317
2009-03-31,-0.49751243781094523,-0.03396006413059316,,0.0,-0.36635514018691584,-0.170940170940171,0.7058823529411764,-0.004464787676623838,-0.1755395683453238,-0.4694932781799379,-0.028372595353520658,-0.041676310612197676,-0.21449275362318843,,0.9720279720279721,-0.10902094912355709
2009-04-30,-0.5281342546890424,-0.03396006413059316,,0.0,-0.37126865671641796,-0.2072968490878938,0.8,-0.005763244243767063,0.03993610223642152,-0.4831349206349206,-0.023832360639214567,-0.04500242688554523,-0.1618037135278514,,0.9720279720279721,-0.10902094912355709
2009-05-31,-0.5281342546890424,-0.03396006413059316,,0.0,-0.37126865671641796,-0.2072968490878938,0.8,-0.005763244243767063,0.03993610223642152,-0.4831349206349206,-0.023832360639214567,-0.04500242688554523,-0.1618037135278514,,0.9720279720279721,-0.10902094912355709
2009-06-30,-0.4407265774378585,-0.03396006413059316,,0.06000000000000005,-0.19301848049281312,-0.1596899224806202,0.6964285714285716,-0.012291746182109153,0.25531914893617014,-0.4906779661016949,-0.04881920859331812,-0.048558708393553585,-0.11528822055137855,,0.9186746987951808,-0.061198470038249075
2009-07-31,-0.3564463705308776,-0.03396006413059316,,0.06000000000000005,-0.1383647798742138,-0.19478527607361962,0.6379310344827587,-0.01958761003762277,0.07843137254901955,-0.35396308360477746,-0.04126314443698653,-0.04968289064091003,-0.1177944862155389,,0.9186746987951808,-0.061198470038249075
2009-08-31,-0.3056872037914692,-0.03396006413059316,,0.06000000000000005,-0.039080459770114984,-0.19687500000000013,0.5737704918032787,-0.014838355663267633,0.04285714285714293,-0.28205128205128205,-0.03338161918557858,-0.049041972465363015,-0.1122715404699739,,0.9186746987951808,-0.061198470038249075
2009-09-30,-0.28658536585365857,-0.03396006413059316,,0.1212121212121211,-0.10854503464203236,-0.1724137931034483,0.6065573770491806,-0.01377942862886472,0.045519203413940224,-0.23588456712672523,-0.030847730012052987,-0.04766048303950743,-0.1402597402597403,,0.8655913978494623,-0.05386313465783665
2009-10-31,-0.28658536585365857,-0.03396006413059316,,0.1212121212121211,-0.10854503464203236,-0.1724137931034483,0.6065573770491806,-0.01377942862886472,0.045519203413940224,-0.23588456712672523,-0.030847730012052987,-0.04766048303950743,-0.1402597402597403,,0.8655913978494623,-0.05386313465783665
2009-11-30,-0.09815950920245398,-0.03396006413059316,,0.1212121212121211,-0.03598971722365041,-0.19932998324958118,0.4558823529411766,0.019145871744709275,0.21880650994575057,-0.004792332268370614,-0.020787755003188746,-0.04048072241157985,0.09556313993174048,,0.8655913978494623,-0.05386313465783665
2009-12-31,0.03750000000000009,-0.006487628243814103,,0.05940594059405946,-0.06631299734748008,0.007843137254901933,0.3561643835616439,0.028141231232083674,0.2063227953410982,0.1985559566787003,-0.004109980798300383,-0.03738283103939255,0.7111111111111112,,0.5368421052631578,-0.01573033707865168
2010-01-31,0.03750000000000009,-0.006487628243814103,,0.05940594059405946,-0.06631299734748008,0.007843137254901933,0.3561643835616439,0.028141231232083674,0.2063227953410982,0.1985559566787003,-0.004109980798300383,-0.03738283103939255,0.7111111111111112,,0.5368421052631578,-0.01573033707865168
2010-02-28,0.03750000000000009,-0.006487628243814103,,0.05940594059405946,-0.06631299734748008,0.007843137254901933,0.3561643835616439,0.028141231232083674,0.2063227953410982,0.1985559566787003,-0.004109980798300383,-0.03738283103939255,0.7111111111111112,,0.5368421052631578,-0.01573033707865168
2010-03-31,0.2594059405940594,-0.006487628243814103,,0.04950495049504955,0.12389380530973448,0.02886597938144342,0.13793103448275867,0.022861714393279886,0.28446771378708546,0.3391812865497077,0.030555021604138588,-0.01984240795809622,0.4169741697416973,,0.3120567375886527,0.06957773512476018
2010-04-30,0.4372384937238494,-0.006487628243814103,,0.04950495049504955,0.25222551928783377,0.058577405857740406,0.10000000000000009,0.022067707525304403,0.10906298003072212,0.2226487523992322,0.03600512931536959,-0.012971742840887535,0.16772151898734178,,0.3120567375886527,0.06957773512476018
2010-05-31,0.07962962962962972,-0.006487628243814103,,0.04950495049504955,-0.25531914893617025,-0.02647657841140527,0.02127659574468077,0.020035489292185682,0.07132459970887917,0.03417266187050361,0.02989424940063712,-0.0062751958621738435,-0.04610951008645536,,0.3120567375886527,0.06957773512476018
2010-06-30,-0.0837606837606838,-0.006487628243814103,,0.0,-0.22391857506361323,-0.1346863468634686,-0.010526315789473606,0.011215605940686268,0.07344632768361592,-0.02329450915141429,0.04216592349018944,-0.0038319733135881995,-0.1586402266288951,,0.13186813186813184,-0.006337709370755951
2010-07-31,-0.0837606837606838,-0.006487628243814103,,0.0,-0.22391857506361323,-0.1346863468634686,-0.010526315789473606,0.011215605940686268,0.07344632768361592,-0.02329450915141429,0.04216592349018944,-0.0038319733135881995,-0.1586402266288951,,0.13186813186813184,-0.006337709370755951
2010-08-31,0.022184300341296925,-0.006487628243814103,,0.0,-0.3253588516746412,-0.15175097276264582,-0.01041666666666663,0.011501775395112546,0.0487062404870624,-0.058441558441558406,0.05342513653922998,-0.0004368485591661475,-0.2735294117647058,,0.13186813186813184,-0.006337709370755951
2010-09-30,0.01538461538461533,-0.006487628243814103,,-0.072072072072072,-0.1787564766839378,-0.1428571428571428,-0.030612244897959218,0.011183122472331775,-0.07210884353741498,-0.07553366174055831,0.050766513833729876,0.0007601292987615693,-0.2356495468277946,,-0.007204610951008772,0.045730284647690134
2010-10-31,0.01538461538461533,-0.006487628243814103,,-0.072072072072072,-0.1787564766839378,-0.1428571428571428,-0.030612244897959218,0.011183122472331775,-0.07210884353741498,-0.07553366174055831,0.050766513833729876,0.0007601292987615693,-0.2356495468277946,,-0.007204610951008772,0.045730284647690134
2010-11-30,-0.0731292517006803,-0.006487628243814103,,-0.072072072072072,-0.2346666666666667,-0.07949790794979072,-0.010101010101010055,0.01084544776600338,0.062314540059347,-0.101123595505618,0.052425471573670945,0.005343728615474497,-0.12461059190031154,,-0.007204610951008772,0.045730284647690134
2010-12-31,-0.07228915662650603,-0.023538344722854987,,-0.12149532710280364,-0.07386363636363635,-0.05447470817120614,-0.06060606060606055,0.01437793022217937,0.02758620689655178,-0.048192771084337394,0.05619369554158937,0.00792715338926242,-0.1428571428571429,,-0.126027397260274,0.024200913242009126
2011-01-31,0.026058631921824116,-0.023538344722854987,,-0.12149532710280364,-0.11014492753623184,-0.03614457831325313,-0.07142857142857151,0.017007834915029774,-0.0026881720430107503,-0.09433962264150941,0.06627159125182391,0.0080434531376401,-0.05785123966942152,,-0.126027397260274,0.024200913242009126
2011-02-28,-0.14403973509933776,-0.023538344722854987,,-0.12149532710280364,-0.1964285714285714,-0.01980198019801971,-0.08163265306122458,0.02124898173333145,0.052989130434782705,-0.1661538461538462,0.07238579673285739,0.010423894774174602,-0.05263157894736836,,-0.126027397260274,0.024200913242009126
2011-03-31,-0.05660377358490565,-0.023538344722854987,,-0.08490566037735847,-0.21259842519685035,-0.02605210420841686,-0.09090909090909094,0.02619241510354109,-0.08288043478260865,-0.15138282387190682,0.06871355699908377,0.01088052978092624,-0.09635416666666663,,-0.16216216216216217,0.01794526693584575
2011-04-30,-0.05660377358490565,-0.023538344722854987,,-0.08490566037735847,-0.21259842519685035,-0.02605210420841686,-0.09090909090909094,0.02619241510354109,-0.08288043478260865,-0.15138282387190682,0.06871355699908377,0.01088052978092624,-0.09635416666666663,,-0.16216216216216217,0.01794526693584575
2011-05-31,-0.037735849056603765,-0.023538344722854987,,-0.08490566037735847,0.08928571428571419,-0.03765690376569053,-0.0625,0.034589718808965,0.009510869565217517,0.07478260869565223,0.055438188094421914,0.00810593593325426,-0.07854984894259831,,-0.16216216216216217,0.01794526693584575
2011-06-30,0.13432835820895517,-0.023538344722854987,,-0.1320754716981133,-0.013114754098360604,-0.03837953091684443,-0.03191489361702138,0.03502318150636041,-0.05921052631578949,0.08347529812606469,0.05935923892691242,0.010996084321192923,0.07070707070707072,,-0.173370319001387,0.039179954441913356
2011-07-31,0.13432835820895517,-0.023538344722854987,,-0.1320754716981133,-0.013114754098360604,-0.03837953091684443,-0.03191489361702138,0.03502318150636041,-0.05921052631578949,0.08347529812606469,0.05935923892691242,0.010996084321192923,0.07070707070707072,,-0.173370319001387,0.039179954441913356
2011-08-31,-0.023372287145242088,-0.023538344722854987,,-0.1320754716981133,0.06028368794326244,-0.03211009174311941,-0.052631578947368474,0.0375499603070808,-0.1901306240928884,0.11551724137931041,0.05906946233669741,0.013034510784140751,-0.09716599190283404,,-0.173370319001387,0.039179954441913356
2011-09-30,0.09427609427609429,-0.023538344722854987,,-0.04854368932038833,-0.04100946372239744,-0.07175925925925941,-0.052631578947368474,0.03812621692818685,-0.12756598240469208,0.08348134991119016,0.05745103918443362,0.015390517109099333,-0.24110671936758887,,-0.17271407837445563,-0.0026773761713521083
2011-10-31,0.12338858195211788,-0.023538344722854987,,-0.04854368932038833,0.08591065292096212,-0.030732860520094718,-0.06382978723404253,0.035222681306640524,-0.10192023633678005,0.20250896057347667,0.05366405734226154,0.014829275761751637,-0.1749049429657794,,-0.17271407837445563,-0.0026773761713521083
2011-11-30,0.30458715596330266,-0.023538344722854987,,-0.04854368932038833,0.1428571428571428,-0.09545454545454557,-0.12244897959183687,0.03451432214581729,-0.11033519553072613,0.2607142857142857,0.0512475030355255,0.014890557841442664,-0.25978647686832734,,-0.17271407837445563,-0.0026773761713521083
2011-12-31,0.30458715596330266,-0.023538344722854987,,-0.04854368932038833,0.1428571428571428,-0.09545454545454557,-0.12244897959183687,0.03451432214581729,-0.11033519553072613,0.2607142857142857,0.0512475030355255,0.014890557841442664,-0.25978647686832734,,-0.17271407837445563,-0.0026773761713521083
2012-01-31,0.14761904761904754,-0.014774494556765161,,0.0,0.0912052117263844,-0.17083333333333328,-0.08791208791208782,0.030087663379855023,0.010781671159029615,0.23611111111111116,0.04211548311634705,0.018373726488279507,-0.4649122807017544,,-0.14420062695924762,-0.014266607222469863
2012-02-29,0.36170212765957444,-0.014774494556765161,,0.0,0.3555555555555556,-0.202020202020202,-0.07777777777777772,0.028981784423473878,-0.0283870967741936,0.36162361623616235,0.04374562923773917,0.01882430143299718,-0.42105263157894735,,-0.14420062695924762,-0.014266607222469863
2012-03-31,0.36170212765957444,-0.014774494556765161,,0.0,0.3555555555555556,-0.202020202020202,-0.07777777777777772,0.028981784423473878,-0.0283870967741936,0.36162361623616235,0.04374562923773917,0.01882430143299718,-0.42105263157894735,,-0.14420062695924762,-0.014266607222469863
2012-04-30,0.3592057761732852,-0.014774494556765161,,-0.09278350515463907,0.14193548387096766,-0.18828451882845199,-0.098901098901099,0.022731633741348567,0.09455587392550147,0.2598967297762478,0.049595846451925496,0.016899182395671897,-0.4126506024096386,,-0.15000000000000013,0.05068312031732036
2012-05-31,0.26203208556149726,-0.014774494556765161,,-0.09278350515463907,0.21311475409836067,-0.1847826086956521,-0.08888888888888902,0.01737942937466075,0.06729475100942128,0.28802588996763756,0.04616628018520896,0.016939500698536003,-0.47868852459016387,,-0.15000000000000013,0.05068312031732036
2012-06-30,0.26203208556149726,-0.014774494556765161,,-0.09278350515463907,0.21311475409836067,-0.1847826086956521,-0.08888888888888902,0.01737942937466075,0.06729475100942128,0.28802588996763756,0.04616628018520896,0.016939500698536003,-0.47868852459016387,,-0.15000000000000013,0.05068312031732036
2012-07-31,0.187800963081862,-0.014774494556765161,,-0.06521739130434778,0.2466216216216217,-0.23296703296703292,-0.08888888888888902,0.014175114798464783,0.13500784929356358,0.36714975845410636,0.028192706230655284,0.016372204376022825,-0.46453900709219853,,-0.13926174496644295,0.046470846120122644
2012-08-31,0.288888888888889,-0.014774494556765161,,-0.06521739130434778,0.254180602006689,-0.14928909952606628,-0.10000000000000009,0.016859349154821235,0.3315412186379929,0.2982998454404946,0.027476996783654117,0.016696563051096236,-0.2959641255605381,,-0.13926174496644295,0.046470846120122644
2012-09-30,0.288888888888889,-0.014774494556765161,,-0.06521739130434778,0.254180602006689,-0.14928909952606628,-0.10000000000000009,0.016859349154821235,0.3315412186379929,0.2982998454404946,0.027476996783654117,0.016696563051096236,-0.2959641255605381,,-0.13926174496644295,0.046470846120122644
2012-10-31,0.5,-0.014774494556765161,,-0.12244897959183687,0.13291139240506333,-0.1682926829268292,-0.11363636363636376,0.021556780595369363,0.35855263157894735,0.3219076005961252,0.047947249075068754,0.01595540031835352,-0.2073732718894009,,-0.11578947368421055,0.11319910514541398
2012-11-30,0.1715893108298172,-0.014774494556765161,,-0.12244897959183687,0.19512195121951215,-0.16582914572864327,-0.10465116279069764,0.017960197033926262,0.2982731554160125,0.2988668555240792,0.06043354173342186,0.01605112244821072,-0.22115384615384615,,-0.11578947368421055,0.11319910514541398
2012-12-31,0.40634005763688763,0.0,,-0.07446808510638314,0.1700879765395895,-0.15189873417721522,-0.07058823529411762,0.017595049796895523,0.0429184549356223,0.3500717360114778,0.07620544841278631,0.016342869181803055,-0.05820105820105814,,-0.14835164835164827,0.13839891451831754
2013-01-31,0.22821576763485485,0.0,,-0.07446808510638314,0.33134328358208953,-0.11306532663316582,-0.03614457831325313,0.01684061762098299,-0.016000000000000014,0.3202247191011236,0.01825170926376951,0.015160271083659138,0.10382513661202175,,-0.14835164835164827,0.13839891451831754
2013-02-28,0.3664772727272727,0.0,,-0.07446808510638314,0.22131147540983598,-0.11139240506329118,-0.07228915662650603,0.020181404902574807,0.030544488711819362,0.3279132791327912,0.012446198775043493,0.015181132555927457,-0.045454545454545525,,-0.14835164835164827,0.13839891451831754
2013-03-31,0.3664772727272727,0.0,,-0.07446808510638314,0.22131147540983598,-0.11139240506329118,-0.07228915662650603,0.020181404902574807,0.030544488711819362,0.3279132791327912,0.012446198775043493,0.015181132555927457,-0.045454545454545525,,-0.14835164835164827,0.13839891451831754
2013-04-30,0.10889774236387773,0.0,,-0.022727272727272818,0.2457627118644068,-0.12371134020618557,-0.07317073170731703,0.01138808047576867,0.0,0.3825136612021858,0.007701127046963796,0.015303225035119716,-0.1282051282051282,,-0.1631878557874762,0.08389261744966436
2013-05-31,0.31355932203389836,0.0,,-0.022727272727272818,0.1567567567567567,0.016000000000000014,-0.08536585365853655,0.013903888279197085,0.06557377049180335,0.26005025125628145,0.014598961755341033,0.0160898943517378,0.35849056603773577,,-0.1631878557874762,0.08389261744966436
2013-06-30,0.31355932203389836,0.0,,-0.022727272727272818,0.1567567567567567,0.016000000000000014,-0.08536585365853655,0.013903888279197085,0.06557377049180335,0.26005025125628145,0.014598961755341033,0.0160898943517378,0.35849056603773577,,-0.1631878557874762,0.08389261744966436
2013-07-31,0.18918918918918926,0.0,,-0.04651162790697683,0.016260162601626105,0.23495702005730634,-0.1097560975609756,0.01885471805415806,0.1770401106500692,0.17432273262661946,0.023202379134582563,0.01668244467138269,0.7218543046357617,,-0.19298245614035092,0.12316715542521983
2013-08-31,0.18918918918918926,0.0,,-0.04651162790697683,0.016260162601626105,0.23495702005730634,-0.1097560975609756,0.01885471805415806,0.1770401106500692,0.17432273262661946,0.023202379134582563,0.01668244467138269,0.7218543046357617,,-0.19298245614035092,0.12316715542521983
2013-09-30,0.0035419126328217754,0.0,,-0.0348837209302324,0.04675324675324677,0.2705882352941178,-0.07692307692307687,0.010947341081747997,-0.010217113665389466,0.0795698924731183,0.01923228954801237,0.017150886166289903,0.6000000000000001,,-0.25,0.06430868167202575
2013-10-31,0.010928961748633892,0.0,,-0.0348837209302324,0.24022346368715075,0.2023460410557183,-0.07692307692307687,0.00876799143491147,-0.11380145278450349,0.17700112739571594,0.007338496142129003,0.01757603659261009,0.4941860465116279,,-0.25,0.06430868167202575
2013-11-30,0.010928961748633892,0.0,,-0.0348837209302324,0.24022346368715075,0.2023460410557183,-0.07692307692307687,0.00876799143491147,-0.11380145278450349,0.17700112739571594,0.007338496142129003,0.01757603659261009,0.4941860465116279,,-0.25,0.06430868167202575
2013-12-31,0.026639344262294973,0.037726913970007825,,-0.05747126436781613,0.08521303258145374,0.33731343283582094,-0.15189873417721522,0.015128383667573297,0.13168724279835375,0.0680127523910734,-0.021596005870492485,0.016975879888061263,0.7078651685393258,,-0.24301075268817207,0.08700834326579265
2014-01-31,0.0,0.037726913970007825,,-0.05747126436781613,-0.006726457399103158,0.22379603399433434,-0.17500000000000004,0.01557758795574915,0.10027100271002709,0.038297872340425476,0.03521512348347322,0.016915194842639814,0.32178217821782185,,-0.24301075268817207,0.08700834326579265
2014-02-28,-0.018711018711018657,0.037726913970007825,,-0.05747126436781613,-0.06040268456375841,0.24501424501424518,-0.1298701298701299,0.011204746347724948,0.05154639175257736,0.060204081632653006,0.03987915407854992,0.015950069348127593,0.40740740740740766,,-0.24301075268817207,0.08700834326579265
2014-03-31,-0.03960396039603964,0.037726913970007825,,-0.0348837209302324,-0.08783783783783783,0.23249299719887961,-0.10666666666666669,0.016126949139408042,0.01781170483460559,0.1399572649572649,0.04470220065746977,0.016928292431277248,0.4598930481283421,,-0.24943310657596374,0.06501547987616108
2014-04-30,0.24910179640718555,0.037726913970007825,,-0.0348837209302324,-0.08616780045351469,0.273529411764706,-0.18421052631578938,0.02015125303606169,0.10078534031413589,0.07707509881422925,0.04648333798452953,0.01782507580440984,0.5705882352941176,,-0.24943310657596374,0.06501547987616108
2014-05-31,0.24910179640718555,0.037726913970007825,,-0.0348837209302324,-0.08616780045351469,0.273529411764706,-0.18421052631578938,0.02015125303606169,0.10078534031413589,0.07707509881422925,0.04648333798452953,0.01782507580440984,0.5705882352941176,,-0.24943310657596374,0.06501547987616108
2014-06-30,0.08581644815256251,0.037726913970007825,,-0.08536585365853655,-0.11063829787234047,-0.07174887892376691,-0.18666666666666676,0.020589816945944195,-0.019024970273483932,0.0721868365180467,0.04801226932880809,0.018815724779663645,0.003968253968253954,,-0.2560386473429951,0.07422603506154424
2014-07-31,0.23295454545454541,0.037726913970007825,,-0.08536585365853655,0.07200000000000006,-0.044083526682134444,-0.15068493150684925,0.019742378703305974,-0.03877790834312567,0.07923771313941819,0.05323337123365546,0.0196860496660336,-0.007692307692307665,,-0.2560386473429951,0.07422603506154424
2014-08-31,0.23295454545454541,0.037726913970007825,,-0.08536585365853655,0.07200000000000006,-0.044083526682134444,-0.15068493150684925,0.019742378703305974,-0.03877790834312567,0.07923771313941819,0.05323337123365546,0.0196860496660336,-0.007692307692307665,,-0.2560386473429951,0.07422603506154424
2014-09-30,0.20352941176470596,0.037726913970007825,,-0.10843373493975905,0.1662531017369726,-0.02777777777777779,-0.18055555555555558,0.016840509711232077,0.0916129032258064,0.07270916334661348,0.05426006755184498,0.020063002945497344,-0.045454545454545525,,-0.2328042328042328,0.061178247734138935
2014-10-31,0.161081081081081,0.037726913970007825,,-0.10843373493975905,0.072072072072072,-0.029268292682926744,-0.20833333333333337,0.016095417021513292,0.18715846994535523,0.04789272030651337,0.06150237063940156,0.020176738008887973,-0.08560311284046684,,-0.2328042328042328,0.061178247734138935
2014-11-30,0.161081081081081,0.037726913970007825,,-0.10843373493975905,0.072072072072072,-0.029268292682926744,-0.20833333333333337,0.016095417021513292,0.18715846994535523,0.04789272030651337,0.06150237063940156,0.020176738008887973,-0.08560311284046684,,-0.2328042328042328,0.061178247734138935
2014-12-31,0.07085828343313372,-0.012777608761788906,,-0.14634146341463405,0.14780600461893756,-0.1361607142857143,-0.16417910447761197,0.006531213919623191,0.13454545454545452,0.06666666666666665,0.06339326393999922,0.021832026614834632,-0.2861842105263158,,-0.23295454545454541,0.09247076023391809
2015-01-31,0.07085828343313372,-0.012777608761788906,,-0.14634146341463405,0.14780600461893756,-0.1361607142857143,-0.16417910447761197,0.006531213919623191,0.13454545454545452,0.06666666666666665,0.06339326393999922,0.021832026614834632,-0.2861842105263158,,-0.23295454545454541,0.09247076023391809
2015-02-28,0.07085828343313372,-0.012777608761788906,,-0.14634146341463405,0.14780600461893756,-0.1361607142857143,-0.16417910447761197,0.006531213919623191,0.13454545454545452,0.06666666666666665,0.06339326393999922,0.021832026614834632,-0.2861842105263158,,-0.23295454545454541,0.09247076023391809
2015-03-31,-0.010309278350515427,-0.012777608761788906,,-0.14457831325301218,0.18518518518518512,-0.1613636363636365,-0.19402985074626866,-0.00022031284423873476,0.1625000000000001,0.004686035613870709,0.05216076949501902,0.021291860827469256,-0.28937728937728935,,-0.2477341389728096,0.05087209302325579
2015-04-30,0.14093959731543615,-0.012777608761788906,,-0.14457831325301218,0.2456575682382134,-0.15011547344110854,-0.12903225806451613,-0.0010403098939391064,0.14030915576694425,0.06972477064220173,0.05121542616841612,0.020998134463260598,-0.23220973782771537,,-0.2477341389728096,0.05087209302325579
2015-05-31,0.14093959731543615,-0.012777608761788906,,-0.14457831325301218,0.2456575682382134,-0.15011547344110854,-0.12903225806451613,-0.0010403098939391064,0.14030915576694425,0.06972477064220173,0.05121542616841612,0.020998134463260598,-0.23220973782771537,,-0.2477341389728096,0.05087209302325579
2015-06-30,0.32272228320526897,-0.012777608761788906,,-0.09333333333333338,0.14832535885167464,-0.02898550724637683,-0.13114754098360648,0.001795718097550525,0.1648484848484848,0.36534653465346545,0.04870563207566336,0.020614695353410317,-0.07114624505928846,,-0.22402597402597402,0.0038194444444443754
2015-07-31,0.05622119815668203,-0.012777608761788906,,-0.09333333333333338,0.2587064676616915,-0.03398058252427183,-0.16129032258064513,0.0022568611104094582,0.13814180929095343,0.059479553903345694,0.047061284250156765,0.020945382380856525,-0.14728682170542629,0.08969425121848906,-0.22402597402597402,0.0038194444444443754
2015-08-31,0.14837398373983746,-0.012777608761788906,,-0.09333333333333338,0.13596491228070184,-0.06341463414634141,-0.16393442622950816,0.002413037985344868,0.11393939393939401,0.11270296084049658,0.04406413234681961,0.020630919810135318,-0.05957446808510647,-0.015568766628231367,-0.22402597402597402,0.0038194444444443754
2015-09-30,0.19648093841642233,-0.012777608761788906,,-0.013513513513513598,-0.029787234042553234,-0.080952380952381,-0.15254237288135597,8.842961634170088e-05,0.030732860520094718,0.062209842154131945,0.041421424367274806,0.01935312831389191,-0.18253968253968256,-0.026497117563847095,-0.21379310344827596,0.05266903914590748
2015-10-31,0.19648093841642233,-0.012777608761788906,,-0.013513513513513598,-0.029787234042553234,-0.080952380952381,-0.15254237288135597,8.842961634170088e-05,0.030732860520094718,0.062209842154131945,0.041421424367274806,0.01935312831389191,-0.18253968253968256,-0.026497117563847095,-0.21379310344827596,0.05266903914590748
2015-11-30,0.17082917082917093,-0.012777608761788906,,-0.013513513513513598,0.14027149321266963,-0.005037783375314908,-0.12068965517241381,0.004363182169185187,0.028153153153153143,0.17469310670443816,0.0345435272293626,0.019430643595454322,0.013761467889908063,0.006215055427653882,-0.21379310344827596,0.05266903914590748
2015-12-31,0.06803355079217144,0.05408320493066254,,0.0,0.09859154929577474,0.036175710594315236,-0.1071428571428571,0.006387247515364791,-0.010683760683760646,0.1296641791044777,0.03279304457876586,0.019356539332886946,0.04608294930875578,-0.00726601583369757,-0.188888888888889,0.012044161927065922
2016-01-31,0.06803355079217144,0.05408320493066254,,0.0,0.09859154929577474,0.036175710594315236,-0.1071428571428571,0.006387247515364791,-0.010683760683760646,0.1296641791044777,0.03279304457876586,0.019356539332886946,0.04608294930875578,-0.00726601583369757,-0.188888888888889,0.012044161927065922
2016-02-29,0.3826185101580135,0.05408320493066254,,0.0,-0.042592592592592626,-0.047368421052631504,-0.10909090909090902,0.008472775790126619,-0.038784067085953944,0.03992901508429458,0.02498481711975864,0.018319830151032113,-0.13,-0.08185792349726773,-0.188888888888889,0.012044161927065922
2016-03-31,0.1572916666666666,0.05408320493066254,,-0.014084507042253502,0.10833333333333339,0.005420054200542035,-0.07407407407407418,0.008916160965521946,-0.021505376344086002,0.042910447761194126,0.027255749565762377,0.019450062089763964,-0.08247422680412364,-0.003941215441827239,-0.12851405622489975,0.03665283540802222
2016-04-30,0.1572916666666666,0.05408320493066254,,-0.014084507042253502,0.10833333333333339,0.005420054200542035,-0.07407407407407418,0.008916160965521946,-0.021505376344086002,0.042910447761194126,0.027255749565762377,0.019450062089763964,-0.08247422680412364,-0.003941215441827239,-0.12851405622489975,0.03665283540802222
2016-05-31,0.06394810009267848,0.05408320493066254,,-0.014084507042253502,0.13745019920318735,-0.05943152454780365,-0.1428571428571428,0.010784764621246223,0.044101433296582115,-0.05267295597484278,0.02166071995182195,0.016687979991380386,-0.13207547169811318,-0.004949250020166995,-0.12851405622489975,0.03665283540802222
2016-06-30,-0.0016597510373443924,0.05408320493066254,,-0.014705882352941124,0.16041666666666665,-0.13432835820895517,-0.07547169811320742,0.010792865347959424,-0.027055150884495283,-0.12400290065264685,0.02212029200852772,0.01734006139948474,-0.3659574468085106,0.017328208384429278,-0.10460251046025104,0.05845728121757188
2016-07-31,-0.0016597510373443924,0.05408320493066254,,-0.014705882352941124,0.16041666666666665,-0.13432835820895517,-0.07547169811320742,0.010792865347959424,-0.027055150884495283,-0.12400290065264685,0.02212029200852772,0.01734006139948474,-0.3659574468085106,0.017328208384429278,-0.10460251046025104,0.05845728121757188
2016-08-31,0.036283185840708,0.05408320493066254,,-0.014705882352941124,0.11003861003860993,-0.10677083333333326,-0.039215686274509665,0.010553158595656864,-0.022850924918389692,0.03090128755364807,0.024487958586540515,0.017828748328994504,-0.2850678733031674,0.10078694642476838,-0.10460251046025104,0.05845728121757188
2016-09-30,-0.12745098039215685,0.05408320493066254,,-0.06849315068493156,0.2236842105263157,-0.11398963730569944,0.0,0.015486446201652182,0.04587155963302747,0.13898601398601396,0.02752641212549367,0.01895055002987389,-0.22330097087378642,0.12928964651593988,-0.09210526315789469,0.02704530087897239
2016-10-31,0.24102079395085063,0.05408320493066254,,-0.06849315068493156,0.1929460580912863,-0.07712765957446799,-0.019999999999999907,0.01685924966243646,-0.03111111111111109,0.08103448275862069,0.028921066119938388,0.017428322953487063,-0.14814814814814814,0.02250211603570329,-0.09210526315789469,0.02704530087897239
2016-11-30,-0.027303754266211566,0.05408320493066254,,-0.06849315068493156,0.1329365079365079,0.020253164556962133,-0.07843137254901955,0.016843334719788938,0.027382256297918905,-0.0112540192926045,0.031520165989984195,0.016651494993347837,0.07239819004524883,0.05691185872015625,-0.09210526315789469,0.02704530087897239
2016-12-31,-0.027303754266211566,0.05408320493066254,,-0.06849315068493156,0.1329365079365079,0.020253164556962133,-0.07843137254901955,0.016843334719788938,0.027382256297918905,-0.0112540192926045,0.031520165989984195,0.016651494993347837,0.07239819004524883,0.05691185872015625,-0.09210526315789469,0.02704530087897239
2017-01-31,0.08974358974358965,0.035521122642888425,,-0.014285714285714235,0.13465346534653455,0.10554089709762549,-0.02083333333333326,0.025103933482571117,0.07065217391304346,0.11272416737830904,0.038087349877353294,0.017039582111232132,0.2628865979381445,0.17452995505710622,-0.07305936073059371,0.02776859504132223
